publication,category,language,website,email,phone,fax,address,city,province_state,zip_postal_code,country,subscribe,facebook,twitter,instagram,youtube
Cheri,adult_publications,,www.cheri.com,,,,,,,,,,,,,
Club,adult_publications,,www.clubonline.com,,,,,,,,,,,,,
Club Confidential,adult_publications,,n/a,,,,,,,,,,,,,
Club International,adult_publications,,www.clubonline.com,,,,,,,,,,,,,
D-Cup,adult_publications,,www.dcup.com,,,,,,,,,,,,,
Draculina,adult_publications,,www.draculina.com,,,,,,,,,,,,,
DREAM,adult_publications,,n/a,,,,,,,,,,,,,
Equus Eroticus,adult_publications,,www.equuseroticus.com,,,,,,,,,,,,,
Escort,adult_publications,,www.escortmag.com,,,,,,,,,,,,,
Finally Legal,adult_publications,,n/a,,,,,,,,,,,,,
Flava Men,adult_publications,,www.flavamen.com,,,,,,,,,,,,,
Forum,adult_publications,,www.penthouse.com,,,,,,,,,,,,,
Fox,adult_publications,,www.foxmagazine.com,,,,,,,,,,,,,
Freshmen (Gay),adult_publications,,www.freshmen.com,,,,,,,,,,,,,
Gallery,adult_publications,,n/a,,,,,,,,,,,,,
Genesis,adult_publications,,www.genesismagazine.com,,,,,,,,,,,,,
Gent,adult_publications,,www.gentonline.com,,,,,,,,,,,,,
Hair to Stay,adult_publications,,www.hairtostay.com,,,,,,,,,,,,,
Hawk,adult_publications,,n/a,,,,,,,,,,,,,
Heavy Metal,adult_publications,,www.heavymetal.com,,,,,,,,,,,,,
High Society,adult_publications,,www.highsocietymagazine.com.br,,,,,,,,,,,,,
Hometown Girls,adult_publications,,n/a,,,,,,,,,,,,,
Hustler,adult_publications,,www.hustler.com,,,,,,,,,,,,,
Hustler UK,adult_publications,,www.hustler.com,,,,,,,,,,,,,
Hustler's Taboo,adult_publications,,www.taboo.hustler.com,,,,,,,,,,,,,
Janus,adult_publications,,www.januslondon.co.uk,,,,,,,,UK,,,,,
Juggs,adult_publications,,www.juggsmag.com,,,,,,,,,,,,,
Just 18,adult_publications,,www.just-18.co.uk,,,,,,,,,,,,,
Kendie?,adult_publications,,www.kendie.op-inter.net,,,,,,,,,,,,,
Leg Action,adult_publications,,www.legactionmag.com,,,,,,,,,,,,,
Leg World,adult_publications,,n/a,,,,,,,,,,,,,
Lek Magazine,adult_publications,,www.lek.no,,,,,,,,Norway,,,,,
Lips,adult_publications,,www.lipsmag.com,,,,,,,,,,,,,
Live Young Girls,adult_publications,,n/a,,,,,,,,,,,,,
Loaded,adult_publications,,www.loaded.co.uk,,,,,,,,UK,,,,,
Lollypops,adult_publications,,n/a,,,,,,,,,,,,,
Looker,adult_publications,,www.lookergirls.com,,,,,,,,,,,,,
Mayfair,adult_publications,,www.paulraymond.com,,,,,,,,UK,,,,,
Men,adult_publications,,n/a,,,,,,,,,,,,,
Men as Maids,adult_publications,,www.pinaforepages.com,,,,,,,,,,,,,
Men Only,adult_publications,,www.paulraymond.com/menonly,,,,,,,,,,,,,
Muff Magazine,adult_publications,,www.muffmag.com,,,,,,,,,,,,,
Muscle Elegance Magazine,adult_publications,,www.muscleelegancemag.com,,,,,,,,,,,,,
Mystique Magazine,adult_publications,,www.mystique-magazine.com,,,,,,,,,,,,,
N&J Quarterly,adult_publications,,www.njquarterly.com,,,,,,,,,,,,,
Naughty Neighbors,adult_publications,,www.naughtymag.com,,,,,,,,,,,,,
Newcummers,adult_publications,,www.newcummers.com,,,,,,,,,,,,,
Nugget,adult_publications,,www.woko.tcyoaiufbv.co.cc/rsuphexaddod.html,,,,,,,,,,,,,
Nuts,adult_publications,,www.nuts.co.uk,,,,,,,,UK,,,,,
NY Chocolate Models,adult_publications,,www.nychocolatemodels.com,,,,,,,,,,,,,
Oui,adult_publications,,www.ouimagazine.net,,,,,,,,,,,,,
Over 40,adult_publications,,www.over40.com,,,,,,,,,,,,,
Over 50,adult_publications,,www.over50.com,,,,,,,,,,,,,
Paddles,adult_publications,,www.paddles.net,,,,,,,,,,,,,
PantyMan's,adult_publications,,www.pantymagazine.com,,,,,,,,,,,,,
Penthouse,adult_publications,,www.penthouse.com,,,,,,,,,,,,,
Penthouse Letters,adult_publications,,www.penthouseletters.com,,,,,,,,,,,,,
Perfect 10,adult_publications,,www.perfect10.com,,,,,,,,,,,,,
Phoenixxx,adult_publications,,www.phoenixxx.net,,,,,,,,,,,,,
Picturemag.com,adult_publications,,www.picturemag.com,,,,,,,,,,,,,
Playboy,adult_publications,,www.playboy.com,,,,,,,,,,,,,
Playgirl,adult_publications,,www.playgirlmag.wordpress.com,,,,,,,,,,,,,
Pleasure,adult_publications,,www.pleasuremag.com,,,,,,,,,,,,,
Plumpers & Big Women,adult_publications,,www.plumpersandbw.com,,,,,,,,,,,,,
Private,adult_publications,,www.p-mediagroup.com,,,,,,,,,,,,,
Pure Beauty Magazine,adult_publications,,www.purebeautymag.com,,,,,,,,,,,,,
Purely 18,adult_publications,,n/a,,,,,,,,,,,,,
Razzle,adult_publications,,www.paulraymond.com/razzle,,,,,,,,,,,,,
Rebel Ink,adult_publications,,www.myspace.com/rebelinkmag,,,,,,,,,,,,,
Red Scream,adult_publications,,n/a,,,,,,,,,,,,,
Risque,adult_publications,,www.risquemagazineonline.com,,,,,,,,,,,,,
Rock Confidential,adult_publications,,www.rockconfidential.com,,,,,,,,,,,,,
ROCKSTAR,adult_publications,,n/a,,,,,,,,,,,,,
Rodox,adult_publications,,www.rodox.com,,,,,,,,,,,,,
Rouê,adult_publications,,www.roue.com,,,,,,,,,,,,,
Sandi's Swingers,adult_publications,,www.sandisswingers.com,,,,,,,,,,,,,
Scarlet Magazine,adult_publications,,www.scarletmagazine.co.uk,,,,,,,,UK,,,,,
Score,adult_publications,,www.scoremag.com,,,,,,,,,,,,,
Scoreland.com,adult_publications,,www.scoreland.com,,,,,,,,,,,,,
Screw,adult_publications,,www.screwmag.com,,,,,,,,,,,,,
Sex Appeal Magazine,adult_publications,,www.sexappealmagazine.ning.com,,,,,,,,,,,,,
Sex for Women Network,adult_publications,,www.sexforwomen.net,,,,,,,,,,,,,
Sex Herald,adult_publications,,www.sexherald.com,,,,,,,,,,,,,
SeXis Magazine,adult_publications,,www.edenfantasys.com/sexis,,,,,,,,,,,,,
Skin & Ink,adult_publications,,www.skinink.com,,,,,,,,,,,,,
Sleaze,adult_publications,,www.sleaze.com,,,,,,,,,,,,,
Strip Las Vegas,adult_publications,,www.striplv.com,,,,,,,,,,,,,
Stuff,adult_publications,,www.stuff.tv,,,,,,,,,,,,,
Swank,adult_publications,,www.swankmag.com,,,,,,,,,,,,,
Tight,adult_publications,,www.tightmagazine.com,,,,,,,,,,,,,
Transformation,adult_publications,,n/a,,,,,,,,,,,,,
Ultra for Men,adult_publications,,www.ultraformen.com,,,,,,,,,,,,,
Unzipped (Gay),adult_publications,,www.unzipped.net,,,,,,,,,,,,,
Urban Ink,adult_publications,,www.urbanink.com,,,,,,,,,,,,,
Variations,adult_publications,,n/a,,,,,,,,,,,,,
Velvet,adult_publications,,www.velvetmag.com,,,,,,,,,,,,,
Voluptuous,adult_publications,,www.voluptuous.com,,,,,,,,,,,,,
Whiplash,adult_publications,,www.whiplash.ca,,,,,,,,Canada,,,,,
Zoo Weekly,adult_publications,,www.zooweekly.com.au,,,,,,,,Australia,,,,,
Bass Guitar,bass_guitar_publications,,www.bassguitarmagazine.com,,,,,,,,,,,,,
Bass Inside Magazine,bass_guitar_publications,,www.bassinside.com,,,,,,,,,,,,,
Bass Musician Magazine,bass_guitar_publications,,www.bassmusicianmagazine.com,,,,,,,,,,,,,
Bass Player,bass_guitar_publications,,www.bassplayer.com,,,,,,,,,,,,,
Bassics,bass_guitar_publications,,www.bassics.com,,,,,,,,,,,,,
Guitar & Bass Magazine,bass_guitar_publications,,www.guitarmagazine.co.uk,,,,,,,,,,,,,
Classic Drummer,drums_publications,,www.classicdrummer.com,,,,,,,,US,,,,,
Djembe,drums_publications,,www.djembe.dk/djembe.html,,,,,,,,Germany,,,,,
Down Beat,drums_publications,,www.downbeatjazz.com,,,,,,,,,,,,,
Drum Connexions,drums_publications,,www.drumconnexions.co.nz,,,,,,,,New Zealand,,,,,
Drum!,drums_publications,,www.drumlink.com,,,,,,,,US,,,,,
DrumHead,drums_publications,,www.drumheadmag.com,,,,,,,,US,,,,,
DrumPRO,drums_publications,,www.cdipublications.com,,,,,,,,,,,,,
Drums and Percussion,drums_publications,,www.drumsandpercussion.de,,,,,,,,Germany,,,,,
Latin Percussionist,drums_publications,,www.latinpercussion.com,,,,,,,,,,,,,
Modern Drummer,drums_publications,,www.moderndrummer.com,,,,,,,,US,,,,,
Not So Modern Drummer,drums_publications,,www.notsomoderndrummer.com,,,,,,,,US,,,,,
Percussion News,drums_publications,,www.pas.org/publications/news.cfm,,,,,,,,,,,,,
Piper and Drummer,drums_publications,,www.piperanddrummer.com,,,,,,,,Scotland,,,,,
Rhythm Magazine,drums_publications,,www.myfavouritemagazines.co.uk,,,,,,,,UK,,,,,
Roots World,drums_publications,,www.rootsworld.com,,,,,,,,,,,,,
Sick Drummer,drums_publications,,www.sickdrummermagazine.com,,,,,,,,,,,,,
Slagwekkrant,drums_publications,,www.slagwekkrant.nl/slagwerkkrant,,,,,,,,Deutschland,,,,,
Stick It! Magazine,drums_publications,,www.stickitonline.com,,,,,,,,US,,,,,
Sticks,drums_publications,,www1.sticks.de,,,,,,,,Germany,,,,,
Acoustic Guitar,guitar_publications,,www.acguitar.com,,,,,,,,,,,,,
Flatpicking Guitar Magazine,guitar_publications,,www.flatpick.com,,,,,,,,,,,,,
Flying Vintage,guitar_publications,,www.flyingvintage.com,,,,,,,,,,,,,
Guitar Digest,guitar_publications,,www.guitardigest.com,,,,,,,,,,,,,
Guitar Player,guitar_publications,,www.guitarpalyer.com,,,,,,,,,,,,,
Guitar Stuff,guitar_publications,,www.guitarstuff.co.uk,,,,,,,,,,,,,
Guitar World,guitar_publications,,www.guitarworld.com,,,,,,,,,,,,,
Guitar.com,guitar_publications,,www.guitar.com,,,,,,,,,,,,,
GuitarBase,guitar_publications,,www.gbase.com,,,,,,,,,,,,,
Guitarist,guitar_publications,,www.guitarist.co.uk,,,,,,,,,,,,,
Guitars Magazine,guitar_publications,,www.musiciannews.com/guitars,,,,,,,,,,,,,
Jazz Guitar,guitar_publications,,www.jazzguitar.com,,,,,,,,,,,,,
Just Jazz Guitar,guitar_publications,,www.justjazzguitar.com,,,,,,,,,,,,,
Modern Guitars Magazine,guitar_publications,,www.modernguitars.com,,,,,,,,,,,,,
New Millenium Guitar,guitar_publications,,www.newmillguitar.com,,,,,,,,,,,,,
The Fretboard Journal,guitar_publications,,www.fretboardjournal.com,,,,,,,,,,,,,
Total Guitar,guitar_publications,,www.totalguitar.co.uk,,,,,,,,,,,,,
Vintage Guitar,guitar_publications,,www.vguitar.com,,,,,,,,,,,,,
Acoustic Guitar,string_instruments_publications,,www.acguitar.com,,,,,,,,,,,,,
Fiddler Magazine,string_instruments_publications,,www.fiddle.com,,,,,,,,,,,,,
Flatpicking Guitar Magazine,string_instruments_publications,,www.flatpick.com,,,,,,,,,,,,,
Guitar Digest,string_instruments_publications,,www.guitardigest.com,,,,,,,,,,,,,
Guitar Player,string_instruments_publications,,www.guitarplayer.com,,,,,,,,,,,,,
Guitar Stuff,string_instruments_publications,,www.guitarstuff.co.uk,,,,,,,,,,,,,
Guitar World,string_instruments_publications,,www.guitarworld.com,,,,,,,,,,,,,
GuitarBase,string_instruments_publications,,www.gbase.com,,,,,,,,,,,,,
Guitarist,string_instruments_publications,,www.guitarist.co.uk,,,,,,,,,,,,,
Harpa,string_instruments_publications,,www.harpa.com,,,,,,,,,,,,,
Jazz Guitar Online,string_instruments_publications,,www.jazzguitar.com,,,,,,,,,,,,,
Just Jazz Guitar,string_instruments_publications,,www.justjazzguitar.com,,,,,,,,,,,,,
New Millenium Guitar,string_instruments_publications,,www.newmillguitar.com,,,,,,,,,,,,,
Strings,string_instruments_publications,,www.stringsmagazine.com,,,,,,,,,,,,,
The Fiddle Zone,string_instruments_publications,,www.fiddlezone.zinecast.com,,,,,,,,,,,,,
The Harp Column,string_instruments_publications,,www.harpcolumn.com,,,,,,,,,,,,,
Total Guitar,string_instruments_publications,,www.totalguitar.co.uk,,,,,,,,,,,,,
Vintage Guitar,string_instruments_publications,,www.vintageguitar.com,,,,,,,,,,,,,
Vintage Guitar Magazine,string_instruments_publications,,www.vguitar.com,,,,,,,,,,,,,
Keyboard Magazine,synthesizer_publications,,www.keyboardmag.com,,,,,,,,,,,,,
Electronic Musician,synthesizer_publications,,www.emusician.com,,,,,,,,,,,,,
Future Music,synthesizer_publications,,www.futuremusic.co.uk,,,,,,,,,,,,,
Sound on Sound,synthesizer_publications,,www.sospubs.co.uk,,,,,,,,,,,,,
Keyboard Player,synthesizer_publications,,www.keyboardplayer.com,,,,,,,,,,,,,
The Online Trombone Journal,wind_instrument_publications,,www.trombone.org,,,,,,,,,,,,,
Windplayer Online,wind_instrument_publications,,www.windplayer.com,,,,,,,,,,,,,
Planet Harmonica,wind_instrument_publications,,www.planetharmonica.com,,,,,,,,,,,,,
American Antiquities,antique_publications,,www.americanantiquities.com,,,,,,,,,,,,,
Antique & Collectibles Trader Magazine,antique_publications,,www.antiqueact.com,,,,,,,,,,,,,
Antique & Collectors Reproduction News,antique_publications,,,,,,,,,,,,,,,
Antique Bottle & Glass Collector,antique_publications,,,,,,,,,,,,,,,
Antique Radio Classifieds Archive,antique_publications,,www.antiqueradio.com/archives.html,,,,,,,,,,,,,
Antique Talk,antique_publications,,www.antiquetalk.com,,,,,,,,,,,,,
Antique Trader,antique_publications,,www.antiquetrader.com,,,,,,,,,,,,,
Antique Week,antique_publications,,www.antiqueweek.com,,,,,,,,,,,,,
Antiques & Art Around Florida,antique_publications,,www.aarf.com,,,,,,,,,,,,,
Antiques & Collecting Newsletter,antique_publications,,http://collectingbuzz.com,,,,,,,,,,,,,
Antiques & the Arts Weekly,antique_publications,,www.antiquesandthearts.com,,,,,,,,,,,,,
Antiques and the Arts Online,antique_publications,,www.antiquesandthearts.com,,,,,,,,,,,,,
Antiques Magazine,antique_publications,,,,,,,,,,,,,,,
Antiques Trade Gazette,antique_publications,,www.antiquestradegazette.com,,,,,,,,,,,,,
Bottles and Extras,antique_publications,,www.fohbc.com,,,,,,,,,,,,,
Car Collector,antique_publications,,,,,,,,,,,,,,,
Carousel News and Trader,antique_publications,,www.carouselnews.com,,,,,,,,,,,,,
Chubb Collectors,antique_publications,,www.chubbcollectors.com,,,,,,,,,,,,,
Coastal Antiques & Art,antique_publications,,www.coastalantiques.com,,,,,,,,,,,,,
Collect.com,antique_publications,,,,,,,,,,,,,,,
Collector Café,antique_publications,,,,,,,,,,,,,,,
Collectors News,antique_publications,,http://collectors-news.com,,,,,,,,,,,,,
Discover Mid-America,antique_publications,,http://discoverypub.com,,,,,,,,,,,,,
Discovering Antiques,antique_publications,,cmather@telusplanet.net,,,,,,,,,,,,,
El AntiQuario Magazine,antique_publications,,www.elantiquario.com,,,,,,,,,,,,,
Farm Collector Magazine,antique_publications,,www.famrcoolector.com,,,,,,,,,,,,,
Father Time Magazine,antique_publications,,,,,,,,,,,,,,,
Fine Books & Collections Magazine,antique_publications,,,,,,,,,,,,,,,
Firsts,antique_publications,,,,,,,,,,,,,,,
Morning Glory Antiques,antique_publications,,www.morninggloryantiques.com,,,,,,,,,,,,,
Jozan Magazine,antique_publications,,,,,,,,,,,,,,,
Kovels' Komments,antique_publications,,www.kovels.com,,,,,,,,,,,,,
Maine Antique Digest,antique_publications,,www.maineantiquedigest.com,,,,,,,,,,,,,
Mapforum.com,antique_publications,,www.mapforum.com,,,,,,,,,,,,,
New England Antiques Journal,antique_publications,,www.antiquesjournal.com,,,,,,,,,,,,,
Northeast Journal of Antiques & Art,antique_publications,,,,,,,,,,,,,,,
Orientations,antique_publications,,,,,,,,,,,,,,,
Paper Collectors' Marketplace,antique_publications,,www.tias.com/mags/pcm,,,,,,,,,,,,,
Parker's Antique News,antique_publications,,,,,,,,,,,,,,,
Postcard Collector,antique_publications,,www.thepostcardcollector.com,,,,,,,,,,,,,
Reminisce Magazine,antique_publications,,www.reminisce.com,,,,,,,,,,,,,
Southeastern Antiquing and Collecting Magazine,antique_publications,,www.go-star.com/antiquing/,,,,,,,,,,,,,
The Antique Shoppe,antique_publications,,www.antiqueshopfl.com,,,,,,,,,,,,,
The Antiques & Collectibles Newsletter ,antique_publications,,,,,,,,,,,,,,,
The Collectors Newsletter,antique_publications,,www.tias.com/newsletter,,,,,,,,,,,,,
The Country Register,antique_publications,,www.countyregister.com,,,,,,,,,,,,,
The Glass and Pottery Collector,antique_publications,,www.oldlinepublishingllc.com,,,,,,,,,,,,,
The Journal of Antiques and Collectibles,antique_publications,,www.journalofantiques.com,,,,,,,,,,,,,
The Magazine Antiques,antique_publications,,www.themagazineantiques.com,,,,,,,,,,,,,
The Wayback Times,antique_publications,,www.waybacktimes.com,,,,,,,,,,,,,
Topix: Antiques,antique_publications,,www.topix.com/rss/hobbies/antiques.xml,,,,,,,,,,,,,
Unravel the Gavel,antique_publications,,www.thegavel.net,,,,,,,,,,,,,
Aluminum Finishing,applied_coatings_&_finishing_publications,,www.interall.it,,39059 280462,,,,,,Italy,,,,,
American Paint & Coatings Journal,applied_coatings_&_finishing_publications,,n/a,,18047502399,,,,,,US,,,,,
Appliance Magazine,applied_coatings_&_finishing_publications,,www.appliancemagazine.com,,16309903484,,,,,,US,,,,,
Appliance Manufacturer,applied_coatings_&_finishing_publications,,www.appliancedesign.com,,12163493060,,,,,,US,,,,,
Coatings Magazine,applied_coatings_&_finishing_publications,,www.coatingsmagazine.com,,14165965072,,,,,,Canada,,,,,
Coatings World,applied_coatings_&_finishing_publications,,www.coatingsworld.com,,,,,,,,US,,,,,
European Coatings Journal,applied_coatings_&_finishing_publications,,www.european-coatings.com/journal,,490511 9910 099,,,,,,Germany,,,,,
Finishers Management,applied_coatings_&_finishing_publications,,www.anchorelite.com/SteamSpecialistFinishers.htm,,18476991700,,,,,,US,,,,,
Finishing,applied_coatings_&_finishing_publications,,www.turretgroup.com/index.php?option.com,,44 (0) 1923 69266,,,,,,UK,,,,,
Finishing Today,applied_coatings_&_finishing_publications,,www.finishingtodaymag.com,,,,,,,,US,,,,,
India Powder Coating,applied_coatings_&_finishing_publications,,www.ipconweb.com/news.htm,,,,,,,,India,,,,,
Journal of Protective Linings and Coatings,applied_coatings_&_finishing_publications,,www.sspc.org/books/journal.html,,14124315428,,,,,,US,,,,,
Metal Finishing,applied_coatings_&_finishing_publications,,www.metalfinishing.com,metal@cambeywest.com,19143332500,,,,,,US,,,,,
Metal Finishing News,applied_coatings_&_finishing_publications,,www.mfn.li,,41 (0) 44 831 2645,,,,,,Switzerland,,,,,
Modern Metals,applied_coatings_&_finishing_publications,,www.modernmetals.com,,13126542300,,,,,,US,,,,,
Modern Paint and Coatings,applied_coatings_&_finishing_publications,,www.chemweek.com/verticals/mpc,,,,,,,,US,,,,,
Paint and Coating Industry,applied_coatings_&_finishing_publications,,www.pcimag.com,,16106504050,,,,,,US,,,,,
Pigment and Resin Technology,applied_coatings_&_finishing_publications,,www.emeraldinsight.com/0369-9420.htm,,44 (0) 1274 785200,,,,,,UK,,,,,
Plating & Surface Finishing,applied_coatings_&_finishing_publications,,www.nasf.org,,12024578404,,,,,,US,,,,,
Polymers Paint Colour Journal,applied_coatings_&_finishing_publications,,www.polymerspaintcolourjournal.com,,44 (0) 1737 761685,,,,,,UK,,,,,
Powder and Bulk Engineering,applied_coatings_&_finishing_publications,,www.powderbulk.com,,16512875600,,,,,,US,,,,,
Powder Coating,applied_coatings_&_finishing_publications,,www.pcoating.com,,16512875600,,,,,,US,,,,,
Powder Coating Painter,applied_coatings_&_finishing_publications,,n/a,,07 3849 7302,,,,,,Australia,,,,,
Process Cleaning,applied_coatings_&_finishing_publications,,www.processcleaning.com,,,,,,,,US,,,,,
Process Heating Magazine,applied_coatings_&_finishing_publications,,www.process-heating.com,processhtg@aol.com,18472973450,,,,,,US,,,,,
Products Finishing,applied_coatings_&_finishing_publications,,www.gardnerweb.com/pf,,15135278800,,,,,,US,,,,,
Surface Coatings International,applied_coatings_&_finishing_publications,,www.occa.org.uk/publications/sci/sci_intro.lasso,,44 (0) 181 908 1219,,,,,,UK,,,,,
Surface World,applied_coatings_&_finishing_publications,,www.surfaceworld.co.uk,,44 (0) 1442 870888,,,,,,UK,,,,,
Transactions of the Institute of Metal Finishing,applied_coatings_&_finishing_publications,,www.ingentaconnect.com/content/maney/imf,,44 (0) 0121 666 6316,,,,,,UK,,,,,
Vacuum Technology & Coating,applied_coatings_&_finishing_publications,,www.vactechmag.com,,,,,,,,,,,,,
Abitare,architecture_publications,,www.abitare.it,,,,,,,,Italy,,,,,
Accent Home & Garden,architecture_publications,,www.accentmagazine.com,,,,,,,,,,,,,
ARCADE Journal,architecture_publications,,www.arcadejournal.com,,,,,,,,,,,,,
Archi-Tech Magazine,architecture_publications,,www.architectweb.com,,,,,,,,,,,,,
Architects' Journal,architecture_publications,,www.thearchitectsjournal.co.uk,,,,,,,,UK,,,,,
Architects Newspaper,architecture_publications,,www.archpaper.com,,,,,,,,,,,,,
Architectural Design,architecture_publications,,www3.interscience.wiley.com/journal/109924136/home?CRETRY=1&SRETRY=0,,,,,,,,UK,,,,,
Architectural Digest,architecture_publications,,www.architecturaldigest.com,,,,,,,,,,,,,
Architectural Heritage,architecture_publications,,www.architectural-heritage.co.uk,,,,,,,,UK,,,,,
Architectural Lighting,architecture_publications,,www.archlighting.com,,,,,,,,,,,,,
Architectural Products Magazine,architecture_publications,,www.arch-products.com,,,,,,,,,,,,,
Architectural Record,architecture_publications,,www.archrecord.construction.com,,,,,,,,,,,,,
Architectural Review,architecture_publications,,www.arplus.com,,,,,,,,,,,,,
Architectural Roofing & Waterproofing,architecture_publications,,www.arwmag.com,,,,,,,,,,,,,
Architecture,architecture_publications,,www.architecture.com,,,,,,,,UK,,,,,
Architecture Magazine,architecture_publications,,www.architectmagazine.com,,,,,,,,,,,,,
